Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
11629131428,"Jun 11, 2024, 5:38:48 PM",Evening Run,Run,,2608,7.62,176.0,79,false,,HOKA Clifton 9 Pomarańcz,activities/12409864973.fit.gz,,,2608.0,2585.0,7622.4,4.686,2.949,35.0,39.0,48.2,74.0,10.0,-0.1,,,88.0,80.0,176.0,158.0,,349.0,587.0,,,79.0,902387.0,,,,,,,,358.0,2610.0,,,0.0,,1.0,7694.5,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.923,17.6,,,,6830.0,,,280.0,197.0,2.977,,,,,,,,""
11644386791,"Jun 13, 2024, 4:01:22 PM",Evening Swim,Swim,,2594,"1,100",171.0,46,false,,,activities/12425527759.fit.gz,,,2594.0,2555.0,1100.0,0.864,0.431,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.0,171.0,135.0,,,373.0,,,46.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.424,0.0,,,,,,,,,,,,,,,,,""
11655234023,"Jun 15, 2024, 6:46:47 AM",Morning Run,Run,,594,1.55,163.0,11,false,,HOKA Clifton 9 Pomarańcz,activities/12436693579.fit.gz,,,594.0,594.0,1552.9,3.624,2.614,2.0,1.0,4.6,7.8,8.3,0.1,,,81.0,80.0,163.0,146.0,,313.0,122.0,,,11.0,186051.0,,,,,,,,308.0,595.0,,,0.0,,1.0,1569.9,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.614,0.0,,,,1586.0,,,47.0,169.0,2.643,,,,,,,,""
11655234428,"Jun 15, 2024, 7:05:26 AM",Morning Run,Run,,1473,5.01,188.0,90,false,,HOKA Clifton 9 Pomarańcz,activities/12436693994.fit.gz,,,1473.0,1473.0,5013.1,6.502,3.403,9.0,6.0,1.0,7.6,21.1,0.1,,,105.0,82.0,188.0,177.0,,413.0,383.0,,,90.0,607801.0,,,,,,,,414.0,1474.0,,,0.0,,1.0,5057.9,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,3.403,333.1,,,,4026.0,,,211.0,227.0,3.434,,,,,,,,""
11656351127,"Jun 15, 2024, 10:07:58 AM",Lunch Swim,Swim,,371,103,156.0,4,false,,,activities/12437842718.fit.gz,,,371.0,371.0,102.9,1.236,0.277,0.0,0.0,6.0,6.1,0.0,0.0,,,,,156.0,138.0,,,76.0,,17.0,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.277,102.9,,,,,,,,,,,,,,,,,""
11670612184,"Jun 17, 2024, 5:00:15 AM",Morning Swim,Swim,,2718,"1,950",158.0,64,false,,,activities/12452596346.fit.gz,,,2718.0,2701.0,1950.0,0.864,0.722,0.0,0.0,0.0,0.0,0.0,0.0,,,,22.0,158.0,141.0,,,515.0,,,64.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.717,0.0,,,,,,,,,,,,,,,,,""
11673076404,"Jun 17, 2024, 12:44:18 PM",Afternoon Run,Run,,3249,8.87,169.0,71,false,,HOKA Clifton 9 Pomarańcz,activities/12455143179.fit.gz,,,3249.0,3008.0,8873.2,4.07,2.95,53.0,52.0,34.0,78.6,9.4,-0.1,,,85.0,80.0,169.0,151.0,,359.0,690.0,,,71.0,1078733.0,,,,,,,,356.0,3251.0,,,0.0,,1.0,8964.3,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.731,60.7,,,,7918.0,,,346.0,196.0,2.98,,,,,,,,""
11707727819,"Jun 21, 2024, 10:02:56 PM",Night Run,Run,"",2985,10.07,184.0,165,false,,HOKA Clifton 9 Pomarańcz,activities/12490779085.fit.gz,,,2985.0,2980.0,10073.0,4.676,3.38,80.0,75.0,26.0,97.4,12.2,0.0,,,91.0,82.0,184.0,173.0,,407.0,772.0,,,165.0,1213062.0,,,,,,,,407.0,2981.0,0.0,,0.0,,1.0,10191.3,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,3.375,0.0,,,,8090.0,,,414.0,224.0,3.42,,,,,,,,""
11726565482,"Jun 24, 2024, 10:31:01 AM",Lunch Swim,Swim,,2602,"1,600",162.0,33,false,,,activities/12510245307.fit.gz,,,2602.0,2083.0,1600.0,4.084,0.768,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.0,162.0,130.0,,,403.0,,,33.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.615,0.0,,,,,,,,,,,,,,,,,""
11727809284,"Jun 24, 2024, 1:47:03 PM",Afternoon Run,Run,,1805,4.95,164.0,41,false,,HOKA Clifton 9 Pomarańcz,activities/12511528104.fit.gz,,,1805.0,1802.0,4949.5,3.488,2.747,20.0,21.0,57.8,78.4,7.1,0.0,,,87.0,80.0,164.0,150.0,,333.0,404.0,,,41.0,600734.0,,,,,,,,332.0,1806.0,,,0.0,,1.0,4983.6,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.742,203.1,,,,4774.0,,,166.0,182.0,2.766,,,,,,,,""
11742287385,"Jun 26, 2024, 5:09:15 AM",Morning Ride,Ride,,12292,71.46,157.0,121,false,,Czarna strzała,activities/12526267128.fit.gz,,11.0,12292.0,11263.0,71462.7,12.804,6.345,216.0,215.0,-6.8,71.2,12.3,0.0,,,,,157.0,137.0,,89.0,1686.0,,,121.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,14104308.0,,,,,,,,,,,0.0,5.814,8755.4,,,,,,,,,,,,,,,,,""
11751849628,"Jun 27, 2024, 12:00:49 PM",Afternoon Swim,Swim,,2680,"1,800",140.0,19,false,,,activities/12536115612.fit.gz,,,2680.0,2650.0,1800.0,0.894,0.679,0.0,0.0,0.0,0.0,0.0,0.0,,,,19.0,140.0,122.0,,,354.0,,,19.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.672,0.0,,,,,,,,,,,,,,,,,""
11752814459,"Jun 27, 2024, 2:38:11 PM",Afternoon Run,Run,,2558,7.03,179.0,106,false,,HOKA Clifton 9 Pomarańcz,activities/12537107827.fit.gz,,,2558.0,2521.0,7035.1,4.932,2.791,54.0,55.0,48.6,76.6,20.2,0.0,,,90.0,79.0,179.0,165.0,,337.0,595.0,,,106.0,849714.0,,,,,,,,345.0,2560.0,,,0.0,,1.0,7171.9,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.75,84.2,,,,6604.0,,,256.0,190.0,2.845,,,,,,,,""
11764383792,"Jun 29, 2024, 6:45:19 AM",Morning Run,Run,,584,1.50,144.0,3,false,,HOKA Clifton 9 Pomarańcz,activities/12549039684.fit.gz,,,584.0,584.0,1502.8,3.24,2.573,6.0,1.0,4.4,10.4,7.8,0.4,,,82.0,80.0,144.0,134.0,,313.0,115.0,,,3.0,183074.0,,,,,,,,307.0,585.0,,,0.0,,1.0,1528.0,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.573,0.0,,,,1554.0,,,46.0,169.0,2.616,,,,,,,,""
11764548376,"Jun 29, 2024, 7:02:49 AM",Morning Run,Run,,1440,5.01,184.0,73,false,,HOKA Clifton 9 Pomarańcz,activities/12549211327.fit.gz,,,1440.0,1440.0,5017.3,5.072,3.484,9.0,14.0,1.4,12.4,19.9,-0.1,,,92.0,83.0,184.0,170.0,,415.0,374.0,,,73.0,597247.0,,,,,,,,413.0,1441.0,,,0.0,,1.0,5047.4,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,3.484,339.8,,,,3958.0,,,206.0,227.0,3.505,,,,,,,,""
11764825545,"Jun 29, 2024, 8:09:00 AM",Morning Swim,Swim,,537,330,138.0,4,false,,,activities/12549499667.fit.gz,,,537.0,537.0,330.3,1.236,0.615,0.0,0.0,3.8,4.2,1.0,0.0,,,29.0,24.0,138.0,126.0,,,91.0,,18.0,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.615,330.3,,,,,,,,,,,,,,,,,""
11792599996,"Jul 2, 2024, 3:04:35 PM",Afternoon Ride,Ride,,13016,76.13,161.0,133,false,,Czarna strzała,activities/12578186320.fit.gz,,11.0,13016.0,12011.0,76138.6,12.394,6.339,701.0,693.0,20.4,229.2,32.9,0.0,,,,,161.0,136.0,,111.0,1636.0,,,133.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,14104308.0,,,,,,,,,,,0.0,5.85,917.1,,,,,,,,,,,,,,,,,""
11815785490,"Jul 5, 2024, 3:20:02 PM",Afternoon Run,Run,,5437,14.33,159.0,77,false,,HOKA Clifton 9 Pomarańcz,activities/12602110078.fit.gz,,,5437.0,5406.0,14332.2,3.816,2.651,94.0,88.0,25.2,81.0,18.4,0.0,,,113.0,79.0,159.0,143.0,,326.0,1127.0,,,77.0,1765232.0,,,,,,,,332.0,5439.0,,,0.0,,1.0,14539.5,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.636,472.4,,,,14160.0,,,501.0,182.0,2.69,,,,,,,,""
11835585196,"Jul 8, 2024, 7:59:07 AM",Morning Swim,Swim,,847,516,148.0,12,false,,,activities/12622631218.fit.gz,,,847.0,786.0,515.8,1.236,0.656,0.0,0.0,3.8,4.3,2.8,0.0,,,28.0,24.0,148.0,133.0,,,152.0,,18.0,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.609,515.8,,,,,,,,,,,,,,,,,""
11836871387,"Jul 8, 2024, 11:00:58 AM",Afternoon Run,Run,,3344,9.31,175.0,110,false,,HOKA Clifton 9 Pomarańcz,activities/12623969484.fit.gz,,,3344.0,3182.0,9309.9,3.974,2.926,44.0,50.0,33.8,80.0,8.0,-0.1,,,85.0,79.0,175.0,161.0,,350.0,758.0,,,110.0,1112827.0,,,,,,,,347.0,3345.0,,,0.0,,1.0,9387.5,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.784,13.8,,,,8402.0,,,338.0,191.0,2.95,,,,,,,,""
11861468773,"Jul 11, 2024, 10:39:31 AM",Lunch Run,Run,,3660,10.27,171.0,84,false,,HOKA Clifton 9 Pomarańcz,activities/12649336733.fit.gz,,,3660.0,3632.0,10272.2,4.4,2.828,56.0,51.0,35.0,80.4,9.1,0.1,,,85.0,79.0,171.0,151.0,,342.0,817.0,,,84.0,1241822.0,,,,,,,,347.0,3662.0,,,0.0,,1.0,10374.4,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.807,384.6,,,,9484.0,,,370.0,191.0,2.856,,,,,,,,""
11868056443,"Jul 12, 2024, 4:35:23 AM",Morning Ride,Ride,,10872,63.61,157.0,93,false,,Czarna strzała,activities/12656159899.fit.gz,,11.0,10872.0,10140.0,63613.1,14.273,6.273,572.0,558.0,18.6,228.8,48.8,0.0,,,,,157.0,134.0,,113.0,1430.0,,,93.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,14104308.0,,,,,,,,,,,0.0,5.851,1761.0,,,,,,,,,,,,,,,,,""
11885931508,"Jul 14, 2024, 11:55:43 AM",Afternoon Stand Up Paddling,Stand Up Paddling,,3307,2.68,125.0,5,false,,,activities/12674705762.fit.gz,,,3307.0,2602.0,2688.8,2.403,1.033,0.0,0.0,138.0,140.3,12.0,0.1,,,80.0,32.0,125.0,91.0,,,222.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.813,0.0,,,,,,,,,,,,,,,,,""
11888890900,"Jul 14, 2024, 5:30:33 PM",Evening Football (Soccer),Football (Soccer),,3254,4.34,158.0,18,false,,,activities/12677766059.fit.gz,,,3254.0,3155.0,4347.9,5.122,1.378,0.0,0.0,145.7,148.1,4.7,0.0,,,125.0,61.0,158.0,124.0,,,445.0,,,18.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.336,0.0,,,,4554.0,,,,,,,4554.0,,,,,,""
11908827137,"Jul 17, 2024, 9:09:57 AM",Lunch Swim,Swim,,1860,943,151.0,22,false,,,activities/12698413049.fit.gz,,,1860.0,1416.0,943.0,1.236,0.666,0.0,0.0,3.8,4.4,3.4,0.1,,,28.0,24.0,151.0,133.0,,,263.0,,19.0,22.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.507,943.0,,,,,,,,,,,,,,,,,""
11912294893,"Jul 17, 2024, 4:29:54 PM",Evening Run,Run,,2583,7.56,174.0,78,false,,HOKA Clifton 9 Pomarańcz,activities/12701998883.fit.gz,,,2583.0,2583.0,7563.8,3.646,2.928,35.0,38.0,50.2,75.4,8.4,0.0,,,84.0,80.0,174.0,158.0,,352.0,613.0,,,78.0,909864.0,,,,,,,,354.0,2584.0,,,0.0,,1.0,7618.7,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.928,68.0,,,,6812.0,,,272.0,195.0,2.95,,,,,,,,""
11927495809,"Jul 19, 2024, 9:57:49 AM",Lunch Ride,Ride,,13509,75.08,162.0,156,false,,Czarna strzała,activities/12717757546.fit.gz,,11.0,13509.0,12012.0,75079.2,13.709,6.25,712.0,703.0,16.4,230.8,41.1,0.0,,,,,162.0,139.0,,114.0,1834.0,,,156.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,14104308.0,,,,,,,,,,,0.0,5.558,1990.7,,,,,,,,,,,,,,,,,""
11928145091,"Jul 19, 2024, 2:34:21 PM",Afternoon Run,Run,,2492,6.33,164.0,67,false,,HOKA Clifton 9 Pomarańcz,activities/12718430176.fit.gz,,,2492.0,2402.0,6336.4,3.366,2.638,31.0,39.0,48.4,75.6,9.6,-0.1,,,114.0,80.0,164.0,156.0,,318.0,535.0,,,67.0,764722.0,,,,,,,,314.0,2494.0,,,0.0,,1.0,6397.4,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.543,0.0,,,,6348.0,,,206.0,173.0,2.663,,,,,,,,""
11943579667,"Jul 21, 2024, 8:21:46 AM",Morning Kayaking,Kayaking,,14961,13.18,118.0,11,false,,,activities/12734501231.fit.gz,,,14961.0,11355.0,13179.8,11.09,1.161,355.0,348.0,-138.0,151.8,49.4,0.0,,,,,118.0,61.0,,,417.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.881,2303.8,,,,,,,,,,,,,,,,,""
11958929378,"Jul 23, 2024, 10:00:00 AM",Lunch Swim,Swim,,2721,"1,800",145.0,16,false,,,activities/12750453271.fit.gz,,,2721.0,2653.0,1800.0,0.962,0.678,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.0,145.0,119.0,,,339.0,,,16.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.662,0.0,,,,,,25.0,,,,,,,,,,,""
11962887962,"Jul 23, 2024, 5:04:59 PM",Evening Run,Run,,5468,15.19,166.0,146,false,,HOKA Clifton 9 Pomarańcz,activities/12754534863.fit.gz,,,5468.0,5468.0,15198.7,3.644,2.78,89.0,83.0,20.0,78.4,9.5,0.0,,,84.0,79.0,166.0,154.0,,335.0,1233.0,,,146.0,1834437.0,,,,,,,,336.0,5469.0,,,0.0,,1.0,15360.6,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.78,171.7,,,,14474.0,,,518.0,185.0,2.809,,,,,,,,""
11976038978,"Jul 25, 2024, 9:15:14 AM",Lunch Swim,Swim,,2638,"1,800",153.0,19,false,,,activities/12768152261.fit.gz,,,2638.0,2629.0,1800.0,0.894,0.685,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.0,153.0,122.0,,,351.0,,,19.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.682,0.0,,,,,,25.0,,,,,,,,,,,""
11976925896,"Jul 25, 2024, 11:13:34 AM",Afternoon Run,Run,,2652,7.18,169.0,63,false,,HOKA Clifton 9 Pomarańcz,activities/12769070775.fit.gz,,,2652.0,2652.0,7187.1,7.25,2.71,33.0,51.0,51.8,77.8,12.0,-0.1,,,106.0,80.0,169.0,152.0,,320.0,573.0,,,63.0,848863.0,,,,,,,,324.0,2653.0,,,0.0,,1.0,7272.6,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.71,124.6,,,,7036.0,,,233.0,178.0,2.742,,,,,,,,""
11992985213,"Jul 27, 2024, 10:46:35 AM",Lunch Swim,Swim,,3486,"2,280",140.0,20,false,,,activities/12785777241.fit.gz,,,3486.0,3486.0,2279.6,1.236,0.654,0.0,0.0,3.8,4.4,3.0,0.0,,,33.0,25.0,140.0,120.0,,,436.0,,21.0,20.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.654,2279.6,,,,,,,,,,,,,,,,,""
12010453701,"Jul 29, 2024, 12:39:41 PM",Afternoon Ride,Ride,,6311,32.11,155.0,53,false,,Czarna strzała,activities/12804013660.fit.gz,,11.0,6311.0,5028.0,32115.9,11.0,6.387,195.0,198.0,5.0,58.6,31.0,0.0,,,,,155.0,134.0,,121.0,853.0,,,53.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,14104308.0,,,,,,,,,,,0.0,5.089,2899.8,,,,,,,,,,,,,,,,,""
12027665762,"Jul 31, 2024, 1:42:16 PM",Afternoon Swim,Swim,,1929,"1,162",129.0,8,false,,,activities/12821856437.fit.gz,,,1929.0,1929.0,1162.3,1.236,0.603,0.0,0.0,3.8,4.4,3.4,0.0,,,34.0,24.0,129.0,116.0,,,243.0,,21.0,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.603,1162.3,,,,,,,,,,,,,,,,,""
12035011103,"Aug 1, 2024, 11:49:02 AM",Afternoon Ride,Ride,,459,2.79,147.0,4,false,,Czarna strzała,activities/12829504786.fit.gz,,11.0,459.0,459.0,2789.1,10.688,6.076,12.0,39.0,27.8,63.8,4.5,-1.0,,,,,147.0,130.0,,90.0,85.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,14104308.0,,,,,,,,,,,0.0,6.076,822.4,,,,,,,,,,,,,,,,,""
12036396389,"Aug 1, 2024, 1:45:20 PM",Afternoon Ride,Ride,,5035,34.68,160.0,103,false,,Czarna strzała,activities/12830946430.fit.gz,,11.0,5035.0,4884.0,34681.2,11.249,7.101,197.0,183.0,3.4,35.6,9.7,0.0,,,,,160.0,148.0,,123.0,989.0,,,103.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,14104308.0,,,,,,,,,,,0.0,6.888,157.1,,,,,,,,,,,,,,,,,""
12037044191,"Aug 1, 2024, 4:27:14 PM",Evening Ride,Ride,,656,2.88,163.0,12,false,,Czarna strzała,activities/12831619939.fit.gz,,11.0,656.0,621.0,2887.8,9.696,4.65,48.0,14.0,13.6,54.2,14.2,1.2,,,,,163.0,147.0,,121.0,144.0,,,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,14104308.0,,,,,,,,,,,0.0,4.402,892.8,,,,,,,,,,,,,,,,,""
12061699384,"Aug 4, 2024, 7:50:55 AM",Morning Swim,Swim,,2535,"1,887",150.0,38,false,,,activities/12857343125.fit.gz,,,2535.0,2535.0,1886.5,2.094,0.744,0.0,0.0,174.6,174.6,0.0,0.0,,,32.0,26.0,150.0,134.0,,,435.0,,21.0,38.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.744,1842.1,,,,,,,,,,,,,,,,,""
12061699400,"Aug 4, 2024, 12:33:26 PM",Afternoon Workout,Workout,,596,0.39,,,false,,,activities/12857343636.fit.gz,,,596.0,270.0,397.5,3.123,1.472,1.0,10.0,-6.0,4.8,13.7,-2.1,,,92.0,76.0,,,,1.0,32.0,,,,,,,,,,,,3.0,113.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.667,162.4,,,,,,,0.0,2.0,,,488.0,,,,,,""
12061699451,"Aug 4, 2024, 8:33:09 AM",Morning Workout,Workout,,750,0.37,,,false,,,activities/12857343539.fit.gz,,,750.0,277.0,378.2,3.363,1.365,14.0,15.0,163.4,173.8,48.8,0.4,,,94.0,78.0,,,,,32.0,,23.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.504,108.5,,,,,,,,,,,446.0,,,,,,""
12061699846,"Aug 4, 2024, 12:43:25 PM",Afternoon Run,Run,"",9802,21.02,165.0,280,false,,HOKA Clifton 9 Pomarańcz,activities/12857343678.fit.gz,,,9802.0,9532.0,21024.4,5.314,2.206,119.0,115.0,-5.8,27.4,31.5,0.0,,,121.0,78.0,165.0,157.0,,263.0,1741.0,,,280.0,2510971.0,,,,,,,,265.0,9803.0,0.0,,0.0,,1.0,21299.8,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.145,137.7,,,,24612.0,,,578.0,146.0,2.235,,,,,,,,""
12061699858,"Aug 4, 2024, 8:45:46 AM",Morning Ride,Ride,"",13660,88.01,79.0,17,false,,Czarna strzała,activities/12857343583.fit.gz,,11.0,13660.0,13455.0,88014.8,14.286,6.541,729.0,897.0,0.8,331.8,10.8,-0.2,,,,,79.0,72.0,,115.0,3370.0,,,17.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14104308.0,,,,,,,,,,,0.0,6.443,0.0,,,,,,,,,,,,,,,,,""
12093381437,"Aug 8, 2024, 8:31:23 AM",Morning Stand Up Paddling,Stand Up Paddling,,1345,1.08,106.0,1,false,,,activities/12890501868.fit.gz,,,1345.0,1267.0,1083.4,1.9,0.855,0.0,0.0,114.5,114.5,0.0,0.0,,,42.0,26.0,106.0,73.0,,,56.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.806,0.0,,,,,,,,,,,,,,,,,""
12113133069,"Aug 10, 2024, 10:21:52 AM",Lunch Hike,Hike,,21171,12.95,154.0,28,false,,,activities/12911210271.fit.gz,,,21171.0,11905.0,12952.9,2.013,1.088,421.0,428.0,705.2,1034.2,47.6,0.0,,,80.0,51.0,154.0,94.0,,,996.0,,,28.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.612,9767.1,,,,18064.0,,,,,,,18064.0,,,,,,""
12129660093,"Aug 12, 2024, 9:38:18 AM",Lunch Hike,Hike,,28088,19.24,135.0,39,false,,,activities/12928616556.fit.gz,,,28088.0,18992.0,19248.8,2.914,1.014,588.0,1021.0,587.4,1448.4,49.0,-2.5,,,80.0,52.0,135.0,90.0,,,1376.0,,,39.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.685,15934.5,,,,29024.0,,,,,,,29024.0,,,,,,""
12161019144,"Aug 16, 2024, 9:45:18 AM",Lunch Swim,Swim,,2015,700,161.0,25,false,,,activities/12963332304.fit.gz,,,2015.0,1006.0,700.0,2.274,0.696,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.0,161.0,126.0,,,243.0,,,25.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.347,0.0,,,,,,25.0,,,,,,,,,,,""
12181033173,"Aug 18, 2024, 1:48:25 PM",Afternoon Workout,Workout,,10006,6.92,167.0,31,false,,,activities/12985703162.fit.gz,,,10006.0,6951.0,6919.9,4.018,0.996,0.0,0.0,63.4,64.9,4.2,0.0,,,125.0,58.0,167.0,118.0,,,818.0,,,31.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.692,0.0,,,,,,,,,,,8140.0,,,,,,""
12208143362,"Aug 21, 2024, 6:23:26 PM",Evening Football (Soccer),Football (Soccer),,5325,6.97,182.0,106,false,,,activities/13015268680.fit.gz,,,5325.0,4253.0,6973.6,6.754,1.64,0.0,0.0,143.5,145.7,3.0,0.0,,,122.0,66.0,182.0,151.0,,,814.0,,,106.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.31,0.0,,,,7864.0,,,,,,,7864.0,,,,,,""
12245436409,"Aug 26, 2024, 10:08:39 AM",Lunch Run,Run,,3295,8.52,164.0,52,false,,HOKA Clifton 9 Pomarańcz,activities/13054119155.fit.gz,,,3295.0,3003.0,8525.5,3.796,2.839,39.0,38.0,49.0,74.6,8.7,-0.1,,,87.0,80.0,164.0,145.0,,333.0,642.0,,,52.0,998037.0,,,,,,,,325.0,3296.0,,,0.0,,1.0,8603.0,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,2.587,224.5,,,,7964.0,,,292.0,179.0,2.865,,,,,,,,""
12267438848,"Aug 28, 2024, 6:17:05 PM",Evening Football (Soccer),Football (Soccer),,5597,8.74,172.0,104,false,,,activities/13076986593.fit.gz,,,5597.0,5576.0,8745.3,6.858,1.568,0.0,0.0,143.5,144.7,2.9,0.0,,,120.0,65.0,172.0,146.0,,,961.0,,,104.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.563,0.0,,,,10174.0,,,,,,,10174.0,,,,,,""
12286461183,"Aug 31, 2024, 7:05:17 AM",Morning Run,Run,,1534,5.00,148.0,8,false,,HOKA Clifton 9 Pomarańcz,activities/13097519971.fit.gz,,,1534.0,1531.0,5005.0,4.342,3.269,15.0,25.0,-8.4,12.4,28.0,-0.2,,,89.0,82.0,148.0,130.0,,396.0,327.0,,,8.0,606609.0,,,,,,,,397.0,1535.0,,,0.0,,1.0,5035.7,,,,,,,,,,,,,,,,17243084.0,,,,,,,,,,0.0,3.263,331.6,,,,4168.0,,,202.0,218.0,3.289,,,,,,,,""
